POST /api/employees 400 97 - 36.669 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 38ms
POST /api/employees 201 16 - 94.420 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 95ms
POST /api/employees 400 97 - 2.957 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 3ms
PUT /api/employees/1 200 59 - 1.833 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 1.798 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 2ms
DELETE /api/employees/1 200 66 - 0.498 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.537 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 7.921 ms | User: Unknown User | Body: {"mail":"nonexistent@example.com","password":"password123"} | Time Taken: 10ms
GET /api/employees 200 171 - 1.476 ms | User: Unknown User | Body: {} | Time Taken: 2ms
GET /api/employees 404 23 - 0.554 ms | User: Unknown User | Body: {} | Time Taken: 2ms
GET /api/employees/1 200 170 - 1.489 ms | User: Unknown User | Body: {} | Time Taken: 2ms
GET /api/employees/999 404 22 - 0.949 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 99.242 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 100ms
POST /api/employees 400 97 - 1.858 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 1.627 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 1.080 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 1ms
DELETE /api/employees/1 200 66 - 0.522 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.431 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 6.468 ms | User: Unknown User | Body: {"mail":"nonexistent@example.com","password":"password123"} | Time Taken: 8ms
GET /api/employees 200 171 - 0.754 ms | User: Unknown User | Body: {} | Time Taken: 2ms
GET /api/employees 404 23 - 0.631 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.802 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.478 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 96.571 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 97ms
POST /api/employees 400 97 - 3.117 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 3ms
PUT /api/employees/1 200 59 - 2.588 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 3ms
PUT /api/employees/999 404 60 - 2.048 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 2ms
DELETE /api/employees/1 200 66 - 0.849 ms | User: Unknown User | Body: {} | Time Taken: 2ms
DELETE /api/employees/999 404 60 - 0.504 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 6.496 ms | User: Unknown User | Body: {"mail":"nonexistent@example.com","password":"password123"} | Time Taken: 8ms
GET /api/employees 200 171 - 0.807 ms | User: Unknown User | Body: {} | Time Taken: 2ms
GET /api/employees 404 23 - 0.430 ms | User: Unknown User | Body: {} | Time Taken: 0ms
GET /api/employees/1 200 170 - 0.770 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.593 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 89.850 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 90ms
POST /api/employees 400 97 - 1.882 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 1.716 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 1.065 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 2ms
DELETE /api/employees/1 200 66 - 0.726 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.414 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 7.274 ms | User: Unknown User | Body: {"mail":"nonexistent@example.com","password":"password123"} | Time Taken: 9ms
GET /api/employees 200 171 - 0.774 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees 404 23 - 0.523 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.825 ms | User: Unknown User | Body: {} | Time Taken: 2ms
GET /api/employees/999 404 22 - 0.494 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 90.826 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 91ms
POST /api/employees 400 97 - 1.906 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 1.797 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 1.086 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 2ms
DELETE /api/employees/1 200 66 - 0.684 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.498 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees 200 171 - 3.701 ms | User: Unknown User | Body: {} | Time Taken: 6ms
GET /api/employees 404 23 - 0.966 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.837 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.551 ms | User: Unknown User | Body: {} | Time Taken: 0ms
POST /api/employees 201 16 - 96.304 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 97ms
POST /api/employees 400 97 - 1.983 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 1.816 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 1.309 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 2ms
DELETE /api/employees/1 200 66 - 0.517 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.399 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 6.776 ms | User: Unknown User | Body: {"mail":"nonexistent@example.com","password":"password123"} | Time Taken: 8ms
GET /api/employees 200 171 - 0.808 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees 404 23 - 0.459 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.680 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.532 ms | User: Unknown User | Body: {} | Time Taken: 0ms
POST /api/employees 201 16 - 89.901 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 90ms
POST /api/employees 400 97 - 1.832 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 3ms
PUT /api/employees/1 200 59 - 1.705 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 1.064 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 2ms
DELETE /api/employees/1 200 66 - 0.695 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.428 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 34.250 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthiak@123"} | Time Taken: 37ms
POST /api/auth/login 401 46 - 96.942 ms | User: Unknown User | Body: {"mail":"karthik@gmail.com","password":"Karthiak@123"} | Time Taken: 98ms
POST /api/auth/login 200 396 - 62.047 ms | User: Unknown User | Body: {"mail":"karthik@gmail.com","password":"Karthik@123"} | Time Taken: 63ms
POST /api/auth/login 200 396 - 61.316 ms | User: Unknown User | Body: {"mail":"karthik@gmail.com","password":"Karthik@123"} | Time Taken: 62ms
POST /api/auth/login 404 60 - 20.455 ms | User: Unknown User | Body: {"mail":"nonexistent@example.com","password":"password123"} | Time Taken: 24ms
GET /api/employees 200 171 - 2.485 ms | User: Unknown User | Body: {} | Time Taken: 4ms
GET /api/employees 404 23 - 1.337 ms | User: Unknown User | Body: {} | Time Taken: 2ms
GET /api/employees/1 200 170 - 1.740 ms | User: Unknown User | Body: {} | Time Taken: 2ms
GET /api/employees/999 404 22 - 1.477 ms | User: Unknown User | Body: {} | Time Taken: 2ms
POST /api/employees 201 16 - 251.070 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 252ms
POST /api/employees 400 97 - 4.010 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 5ms
PUT /api/employees/1 200 59 - 4.991 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 6ms
PUT /api/employees/999 404 60 - 2.356 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 4ms
DELETE /api/employees/1 200 66 - 1.883 ms | User: Unknown User | Body: {} | Time Taken: 3ms
DELETE /api/employees/999 404 60 - 0.930 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 104.264 ms | User: Unknown User | Body: {"mail":"karthik@gmail.com","password":"Karthik@123"} | Time Taken: 110ms
POST /api/gift/upload 400 102 - 12.807 ms | User: Unknown User | Body: {} | Time Taken: 19ms
POST /api/gift/upload 400 113 - 12.577 ms | User: Unknown User | Body: {"file":""} | Time Taken: 14ms
POST /api/gift/upload 500 51 - 16.475 ms | User: Unknown User | Body: {} | Time Taken: 18ms
POST /api/gift/upload 500 51 - 27.470 ms | User: Unknown User | Body: {} | Time Taken: 34ms
POST /api/gift/upload 500 56 - 22.387 ms | User: Unknown User | Body: {} | Time Taken: 28ms
POST /api/gift/upload 400 56 - 20.014 ms | User: Unknown User | Body: {} | Time Taken: 25ms
POST /api/gift/upload 400 56 - 5.120 ms | User: Unknown User | Body: {} | Time Taken: 6ms
POST /api/gift/upload 400 56 - 30.118 ms | User: Unknown User | Body: {} | Time Taken: 38ms
POST /api/gift/upload 400 112 - 25.104 ms | User: Unknown User | Body: {} | Time Taken: 31ms
POST /api/gift/upload 400 112 - 31.779 ms | User: Unknown User | Body: {} | Time Taken: 38ms
POST /api/gift/upload 400 102 - 22.126 ms | User: Unknown User | Body: {} | Time Taken: 30ms
POST /api/gift/upload 400 102 - 7.450 ms | User: Unknown User | Body: {} | Time Taken: 10ms
POST /api/gift/upload 400 56 - 21.387 ms | User: Unknown User | Body: {} | Time Taken: 26ms
POST /api/gift/upload 200 408 - 29.859 ms | User: Unknown User | Body: {} | Time Taken: 32ms
POST /api/gift/upload 500 53 - 34.427 ms | User: Unknown User | Body: {} | Time Taken: 39ms
POST /api/gift/upload 200 1241 - 36.110 ms | User: Unknown User | Body: {} | Time Taken: 41ms
POST /api/gift/upload 200 1196 - 40.120 ms | User: Unknown User | Body: {} | Time Taken: 50ms
GET /documents/2023_secret_child_mapping.csv 200 1219 - 5.245 ms | User: Unknown User | Body: {} | Time Taken: 9ms
POST /api/gift/upload 200 2466 - 12.963 ms | User: Unknown User | Body: {} | Time Taken: 14ms
POST /api/gift/upload 200 1196 - 15.079 ms | User: Unknown User | Body: {} | Time Taken: 17ms
POST /api/gift/upload 500 47 - 13.624 ms | User: Unknown User | Body: {} | Time Taken: 16ms
POST /api/gift/upload 404 55 - 11.258 ms | User: Unknown User | Body: {} | Time Taken: 14ms
POST /api/gift/upload 404 55 - 3.324 ms | User: Unknown User | Body: {} | Time Taken: 4ms
POST /api/gift/upload 200 2471 - 8.498 ms | User: Unknown User | Body: {} | Time Taken: 9ms
POST /api/gift/upload 404 55 - 10.164 ms | User: Unknown User | Body: {} | Time Taken: 13ms
POST /api/gift/upload 200 2471 - 11.124 ms | User: Unknown User | Body: {} | Time Taken: 12ms
POST /api/gift/upload 200 2471 - 17.089 ms | User: Unknown User | Body: {} | Time Taken: 20ms
POST /api/gift/upload 200 2471 - 18.269 ms | User: Unknown User | Body: {} | Time Taken: 21ms
GET /api/employees 200 171 - 3.432 ms | User: Unknown User | Body: {} | Time Taken: 6ms
GET /api/employees 404 23 - 0.920 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.701 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.568 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 113.291 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 114ms
POST /api/employees 400 97 - 2.180 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 1.707 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 3ms
PUT /api/employees/999 404 60 - 1.110 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 1ms
DELETE /api/employees/1 200 66 - 0.620 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.556 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees 200 171 - 2.755 ms | User: Unknown User | Body: {} | Time Taken: 4ms
GET /api/employees 404 23 - 0.736 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.725 ms | User: Unknown User | Body: {} | Time Taken: 2ms
GET /api/employees/999 404 22 - 0.498 ms | User: Unknown User | Body: {} | Time Taken: 0ms
POST /api/employees 201 16 - 98.903 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 100ms
POST /api/employees 400 97 - 1.871 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 1.694 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 1.102 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 1ms
DELETE /api/employees/1 200 66 - 0.498 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.456 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/gift/upload 200 2471 - 18.131 ms | User: Unknown User | Body: {} | Time Taken: 20ms
PUT /api/employees/10 200 59 - 65.631 ms | User: Unknown User | Body: {"name":"Akask","mail":"akasj@gmail.com","phone":"9876543210"} | Time Taken: 68ms
POST /api/employees 201 16 - 198.099 ms | User: Unknown User | Body: {"name":"Karthik","mail":"karthik@gmail.com","phone":"2012012010","password":"Welcome@123"} | Time Taken: 199ms
POST /api/employees 400 97 - 4.588 ms | User: Unknown User | Body: {"name":"Karthik","mail":"karthik@gmail.com","phone":"2012012010","password":"Welcome@123"} | Time Taken: 5ms
POST /api/employees 400 97 - 2.638 ms | User: Unknown User | Body: {"name":"Karthik","mail":"karthik@gmail.com","phone":"2012012010","password":"Welcome@123"} | Time Taken: 3ms
POST /api/employees 400 97 - 2.787 ms | User: Unknown User | Body: {"name":"Karthik","mail":"karthik@gmail.com","phone":"2012012010","password":"Welcome@2020"} | Time Taken: 3ms
POST /api/employees 400 97 - 2.093 ms | User: Unknown User | Body: {"name":"Karthik","mail":"karthik@gmail.com","phone":"2012012010","password":"Welcome@2020"} | Time Taken: 3ms
POST /api/employees 400 97 - 2.060 ms | User: Unknown User | Body: {"name":"Karthik","mail":"karthik@gmail.com","phone":"2012012010","password":"Welcome@123"} | Time Taken: 3ms
POST /api/employees 400 97 - 2.617 ms | User: Unknown User | Body: {"name":"Karthik","mail":"karthik@gmail.com","phone":"2012012010","password":"Welcome@123"} | Time Taken: 3ms
POST /api/employees 400 97 - 3.543 ms | User: Unknown User | Body: {"name":"Karthik","mail":"karthik@gmail.com","phone":"2012012010","password":"Welcome@123"} | Time Taken: 4ms
POST /api/employees 400 97 - 2.652 ms | User: Unknown User | Body: {"name":"Karthik","mail":"karthik@gmail.com","phone":"2012012010","password":"Welcome@2024"} | Time Taken: 3ms
POST /api/employees 400 97 - 3.077 ms | User: Unknown User | Body: {"name":"Karthik","mail":"karthik@gmail.com","phone":"1234567890","password":"Welcome@2024"} | Time Taken: 3ms
POST /api/employees 400 97 - 2.281 ms | User: Unknown User | Body: {"name":"Karthik","mail":"karthik@gmail.com","phone":"1234567890","password":"Welcome@2024"} | Time Taken: 3ms
POST /api/employees 201 16 - 63.206 ms | User: Unknown User | Body: {"name":"Karthik","mail":"karthik1@gmail.com","phone":"2234567890","password":"Welcome@2024"} | Time Taken: 64ms
POST /api/employees 400 97 - 2.269 ms | User: Unknown User | Body: {"name":"Karthik","mail":"karthik1@gmail.com","phone":"2234567890","password":"Welcome@2024"} | Time Taken: 2ms
POST /api/employees 400 97 - 2.441 ms | User: Unknown User | Body: {"name":"Karthik","mail":"karthik1@gmail.com","phone":"2234567890","password":"Welcome@2024"} | Time Taken: 3ms
POST /api/employees 400 97 - 1.899 ms | User: Unknown User | Body: {"name":"Karthik","mail":"karthik@gmail.com","phone":"1234567890","password":"Welcome@2024"} | Time Taken: 2ms
POST /api/employees 201 16 - 60.523 ms | User: Unknown User | Body: {"name":"Karthik","mail":"karthika@gmail.com","phone":"1234507890","password":"Welcome@2024"} | Time Taken: 61ms
POST /api/employees 400 97 - 2.339 ms | User: Unknown User | Body: {"name":"Karthik","mail":"karthik@gmail.com","phone":"1324567980","password":"Welcome@2024"} | Time Taken: 2ms
POST /api/employees 201 16 - 62.085 ms | User: Unknown User | Body: {"name":"Karthik","mail":"karthikv@gmail.com","phone":"1024567980","password":"Welcome@2024"} | Time Taken: 63ms
POST /api/auth/login 401 46 - 56.317 ms | User: Unknown User | Body: {"mail":"karthik@gmail.com","password":"Welcome@2024555"} | Time Taken: 57ms
POST /api/auth/login 404 60 - 5.252 ms | User: Unknown User | Body: {"mail":"karthik002@gmail.com","password":"Welcome@2024555"} | Time Taken: 6ms
POST /api/auth/login 404 60 - 2.002 ms | User: Unknown User | Body: {"mail":"karthik002@gmail.com","password":"Welcome@2024"} | Time Taken: 2ms
POST /api/auth/login 404 60 - 1.252 ms | User: Unknown User | Body: {"mail":"karthik002@gmail.com","password":"Welcome@2024"} | Time Taken: 2ms
POST /api/auth/login 401 46 - 55.793 ms | User: Unknown User | Body: {"mail":"karthik@gmail.com","password":"Welcome@2024"} | Time Taken: 56ms
POST /api/auth/login 200 390 - 58.980 ms | User: Unknown User | Body: {"mail":"karthik@gmail.com","password":"Welcome@123"} | Time Taken: 59ms
POST /api/auth/login 401 46 - 55.054 ms | User: Unknown User | Body: {"mail":"karthik@gmail.com","password":"Welcome@2000"} | Time Taken: 56ms
POST /api/auth/login 200 390 - 56.646 ms | User: Unknown User | Body: {"mail":"karthik@gmail.com","password":"Welcome@123"} | Time Taken: 57ms
POST /api/auth/login 200 390 - 57.787 ms | User: Unknown User | Body: {"mail":"karthik@gmail.com","password":"Welcome@123"} | Time Taken: 60ms
